Age,Work_class,Education,Experience,Marital_status,Occupation,Relationship,Race,Gender,Hours_per_week,High_Income
45, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,40,0
26, Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,40,0
38, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40,1
36, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40,1
33, Private, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,20,0
22, State-gov, Some-college,10, Never-married, Protective-serv, Own-child, Black, Female,40,0
43, Self-emp-not-inc, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,42,0
56, Private, Assoc-acdm,12, Married-spouse-absent, Other-service, Not-in-family, White, Male,25,0
31, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,25,0
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40,1
26, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40,0
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40,1
46, Local-gov, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,30,0
38, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40,1
65, Private, 11th,7, Widowed, Other-service, Unmarried, Other, Male,40,0
40, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,40,1
42, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,35,0
26, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,40,0
36, Private, 10th,6, Married-civ-spouse, Other-service, Wife, White, Female,24,0
62, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40,1
43, Private, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,45,0
43, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,45,1
22, Private, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,55,0
28, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40,0
56, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,45,0
22, Private, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,15,0
57, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,45,1
39, Private, HS-grad,9, Divorced, Sales, Unmarried, White, Female,40,0
26, Federal-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,15,0
17, Private, 11th,7, Never-married, Other-service, Own-child, White, Male,10,0
40, State-gov, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,38,1
45, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40,0
44, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,40,0
20, Local-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,10,0
33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,40,0
23, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,40,0
46, Self-emp-not-inc, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,30,0
38, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50,0
54, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,40,0
46, Private, 5th-6th,3, Divorced, Craft-repair, Not-in-family, White, Female,45,0
25, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40,0
46, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Female,40,0
36, Local-gov, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Female,40,0
23, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,25,0
29, Private, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male,40,0
44, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,6,1
19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,16,0
19, Private, HS-grad,9, Never-married, Other-service, Other-relative, White, Female,40,0
35, Private, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,40,1
27, Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,50,0
46, Self-emp-not-inc, Assoc-acdm,12, Separated, Craft-repair, Not-in-family, White, Male,40,0
34, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45,1
34, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,35,0
44, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,40,0
45, Private, Some-college,10, Divorced, Handlers-cleaners, Unmarried, White, Female,40,0
25, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,55,1
52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50,1
20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,40,0
28, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,40,0
50, State-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,40,1
34, Private, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,64,0
28, Private, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,40,0
41, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,65,1
28, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40,0
46, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,25,0
32, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,50,0
41, Local-gov, Some-college,10, Divorced, Other-service, Not-in-family, Black, Female,24,0
24, Private, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,40,0
33, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,40,0
46, Private, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,60,1
31, State-gov, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,0
35, Private, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male,50,1
52, Private, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,0
30, Private, 11th,7, Never-married, Other-service, Own-child, White, Female,19,0
34, Local-gov, 11th,7, Separated, Machine-op-inspct, Not-in-family, Black, Male,40,0
34, State-gov, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Female,40,0
20, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,30,0
17, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,18,0
32, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,40,1
29, Private, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,40,0
33, Private, 10th,6, Never-married, Craft-repair, Unmarried, White, Female,35,0
25, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,60,0
36, Federal-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,40,0
23, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,72,0
63, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40,1
47, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40,0
40, Self-emp-not-inc, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,40,0
30, Private, Assoc-acdm,12, Married-civ-spouse, Other-service, Wife, White, Female,25,1
27, Private, Some-college,10, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,40,0
33, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,50,1
34, Local-gov, HS-grad,9, Never-married, Farming-fishing, Not-in-family, Black, Male,60,0
34, Local-gov, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Female,40,0
23, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40,0
42, Local-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,40,0
29, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40,0
45, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,28,0
24, Federal-gov, HS-grad,9, Never-married, Armed-Forces, Own-child, White, Male,40,0
44, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40,1
27, Private, 9th,5, Never-married, Craft-repair, Other-relative, White, Male,40,0
20, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,35,0
44, Private, HS-grad,9, Widowed, Exec-managerial, Unmarried, Black, Female,40,0
51, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,40,0
20, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,0
19, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Female,40,0
45, Self-emp-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,55,1
60, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40,1
42, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Black, Male,40,1
44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,40,1
40, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,40,1
30, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,40,0
38, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,50,0
23, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,60,0
44, Private, Assoc-acdm,12, Never-married, Farming-fishing, Own-child, White, Male,40,0
54, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,40,0
32, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50,0
50, Private, 1st-4th,2, Married-spouse-absent, Craft-repair, Unmarried, White, Male,40,0
24, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,20,0
37, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,60,0
52, Private, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Male,40,0
38, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,40,0
49, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,45,1
30, Private, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, Female,16,1
60, Private, Some-college,10, Never-married, Prof-specialty, Unmarried, White, Male,40,1
35, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,40,0
30, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,60,0
67, Private, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Female,24,0
46, Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Female,40,0
17, Private, 9th,5, Never-married, Other-service, Not-in-family, White, Male,6,0
22, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,30,0
27, Private, 10th,6, Never-married, Other-service, Not-in-family, White, Male,40,0
23, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,35,0
33, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,45,0
43, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,20,0
28, State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,20,0
41, Private, HS-grad,9, Married-spouse-absent, Craft-repair, Unmarried, White, Female,40,0
25, Private, Some-college,10, Married-spouse-absent, Adm-clerical, Own-child, Black, Female,20,0
59, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,45,0
45, Local-gov, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,40,0
38, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,60,1
40, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,35,0
46, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,40,0
35, Private, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female,60,0
34, Private, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Female,25,0
33, Private, Bachelors,13, Never-married, Craft-repair, Own-child, White, Male,20,0
41, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,36,0
20, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,40,0
23, Private, 5th-6th,3, Never-married, Other-service, Own-child, White, Male,40,0
26, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,35,0
23, Local-gov, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,40,0
62, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40,0
52, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40,0
58, Private, Some-college,10, Divorced, Other-service, Unmarried, White, Female,42,0
25, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,40,0
24, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male,40,0
19, Private, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,8,0
43, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40,0
47, Local-gov, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,40,0
39, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,40,0
49, Private, Assoc-voc,11, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,42,0
32, Private, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,45,0
34, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,50,1
28, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,45,0
25, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,20,0
34, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50,1
38, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,80,1
50, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,50,1
24, Local-gov, Some-college,10, Divorced, Handlers-cleaners, Not-in-family, Black, Male,50,0
37, Local-gov, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,45,1
44, Private, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,58,1
28, Private, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,40,0
42, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40,1
74, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,9,0
38, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50,0
44, Self-emp-not-inc, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40,0
44, Private, 11th,7, Divorced, Machine-op-inspct, Unmarried, Other, Female,46,0
26, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,40,0
36, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,40,0
41, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,50,1
67, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,48,1
39, Local-gov, 12th,8, Married-civ-spouse, Tech-support, Husband, White, Male,50,0
57, Private, 1st-4th,2, Widowed, Priv-house-serv, Not-in-family, Black, Female,30,0
29, Private, Assoc-voc,11, Separated, Craft-repair, Not-in-family, White, Male,40,0
31, Self-emp-inc, Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Female,45,0
44, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,40,0
29, Private, Doctorate,16, Never-married, Prof-specialty, Own-child, White, Male,40,0
30, Private, Some-college,10, Never-married, Handlers-cleaners, Unmarried, White, Female,40,0
27, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,40,0
27, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,50,0
32, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,45,0
58, Private, 10th,6, Married-civ-spouse, Other-service, Wife, White, Female,8,0
35, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,40,0
21, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,36,0
28, Private, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male,40,0
46, Self-emp-not-inc, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,50,0
36, Self-emp-not-inc, HS-grad,9, Separated, Other-service, Unmarried, White, Female,40,0
72, Private, 11th,7, Widowed, Adm-clerical, Unmarried, White, Female,40,0
35, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,40,0
33, Federal-gov, Assoc-voc,11, Divorced, Craft-repair, Unmarried, Black, Female,40,1
69, Private, 11th,7, Never-married, Machine-op-inspct, Not-in-family, White, Female,40,0
35, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,0
31, Private, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,20,0
34, Private, HS-grad,9, Married-civ-spouse, Tech-support, Wife, White, Female,32,0
30, Private, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,40,0
28, Private, Bachelors,13, Never-married, Transport-moving, Not-in-family, White, Male,55,0
54, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,35,1
47, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,50,1
24, Private, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,40,0
52, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,60,1
20, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,48,0
43, Self-emp-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,45,0
45, Private, 7th-8th,4, Separated, Other-service, Unmarried, White, Female,40,0
29, Self-emp-not-inc, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,35,0
47, Private, Masters,14, Divorced, Exec-managerial, Unmarried, White, Male,42,0
24, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40,0
51, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,40,0
17, Private, 11th,7, Never-married, Sales, Own-child, White, Male,12,0
37, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40,1
27, Private, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,70,0
29, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Male,40,1
36, Self-emp-not-inc, Assoc-acdm,12, Divorced, Sales, Unmarried, White, Female,35,0
58, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40,0
26, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,45,0
57, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40,1
59, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40,0
27, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,0
31, Self-emp-not-inc, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,40,0
21, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,24,0
29, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,60,0
18, Private, 11th,7, Never-married, Other-service, Own-child, White, Male,40,0
52, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,47,1
57, Self-emp-inc, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,80,0
60, Private, 7th-8th,4, Never-married, Transport-moving, Not-in-family, White, Male,48,1
31, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40,1
23, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,40,0
27, Private, HS-grad,9, Never-married, Sales, Own-child, White, Male,40,0
42, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,50,1
25, Private, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,40,0
49, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,45,0
32, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,40,0
19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,28,0
60, Private, 7th-8th,4, Divorced, Other-service, Not-in-family, White, Female,40,0
42, Local-gov, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,40,0
35, Self-emp-not-inc, Assoc-acdm,12, Never-married, Farming-fishing, Not-in-family, White, Male,40,0
48, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,37,0
51, Private, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,40,1
29, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,40,0
36, Local-gov, HS-grad,9, Separated, Exec-managerial, Not-in-family, Black, Male,40,0
17, Private, 10th,6, Never-married, Other-service, Own-child, White, Female,21,0
52, Private, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,60,0
24, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,40,0
24, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,50,0
26, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,40,0
27, Private, Bachelors,13, Never-married, Other-service, Own-child, White, Female,20,0
39, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,60,0
30, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,45,0
50, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,32,0
52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,55,0
46, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,45,1
23, Private, Bachelors,13, Never-married, Sales, Own-child, White, Female,20,0
45, Private, 11th,7, Widowed, Other-service, Not-in-family, Black, Female,20,0
65, Private, 9th,5, Widowed, Priv-house-serv, Unmarried, Black, Female,24,0
29, Private, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,55,0
47, Private, 9th,5, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,40,0
30, Private, HS-grad,9, Never-married, Farming-fishing, Own-child, Black, Male,60,0
34, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,45,1
38, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,64,0
33, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40,1
49, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,26,1
47, Self-emp-not-inc, Some-college,10, Never-married, Other-service, Unmarried, Black, Female,40,0
49, Local-gov, 10th,6, Separated, Other-service, Unmarried, Black, Female,40,0
43, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,60,1
30, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,40,1
58, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,60,0
19, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,14,0
21, Private, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,40,0
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,60,1
47, Self-emp-inc, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,50,0
52, Self-emp-not-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,60,1
26, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,55,0
60, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40,0
21, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,40,0
36, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,50,1
31, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,45,0
50, Self-emp-inc, Doctorate,16, Separated, Prof-specialty, Not-in-family, White, Male,40,1
31, Local-gov, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,40,0
71, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,15,0
30, State-gov, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,40,1
20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,20,0
24, Private, HS-grad,9, Never-married, Exec-managerial, Other-relative, White, Male,50,0
35, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40,1
38, State-gov, Some-college,10, Separated, Exec-managerial, Not-in-family, White, Female,45,0
27, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,32,0
29, State-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,40,0
34, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45,0
44, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,35,0
43, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40,1
44, Self-emp-not-inc, 12th,8, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40,1
35, Private, Masters,14, Never-married, Sales, Not-in-family, White, Male,60,0
27, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,40,0
43, Local-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,38,0
20, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,25,0
42, Private, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,40,1
27, State-gov, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,40,0
42, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,40,1
24, Private, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,40,0
48, Federal-gov, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,40,0
17, Self-emp-not-inc, 11th,7, Never-married, Farming-fishing, Own-child, White, Male,10,0
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40,1
50, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50,1
22, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,40,0
17, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,16,0
32, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40,0
31, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,45,0
58, Self-emp-not-inc, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Male,50,0
29, Local-gov, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,48,0
37, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40,1
34, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40,1
23, Local-gov, Some-college,10, Separated, Exec-managerial, Unmarried, Black, Male,40,0
18, State-gov, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,5,0
34, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,40,0
45, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,55,0
41, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,35,0
26, Private, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,30,0
